Transaction_Date,Stock_ Date,Invoice_ID,Age_Group_Key,Customer_Gender_Key,Region_Key,Product_Key,Quantity_Sold,Year
03-Jan-15,01-Dec-14,INV-1014,1,1,9,268,2,2015
03-Jan-15,07-Nov-14,INV-1015,1,2,9,249,2,2015
10-Jan-15,25-Oct-14,INV-1052,1,2,9,274,2,2015
16-Jan-15,21-Nov-14,INV-1091,1,1,9,262,2,2015
17-Jan-15,10-Oct-14,INV-1102,1,1,9,249,2,2015
18-Jan-15,30-Nov-14,INV-1104,1,2,9,264,2,2015
19-Jan-15,18-Sep-14,INV-1111,1,2,9,255,2,2015
20-Jan-15,24-Nov-14,INV-1117,1,1,9,273,2,2015
20-Jan-15,02-Oct-14,INV-1118,1,1,9,269,2,2015
20-Jan-15,29-Jul-14,INV-1119,1,2,9,247,2,2015
21-Jan-15,02-Oct-14,INV-1126,1,2,9,249,2,2015
24-Jan-15,24-Aug-14,INV-1147,1,2,9,249,2,2015
25-Jan-15,14-Oct-14,INV-1151,1,1,9,269,2,2015
26-Jan-15,23-Dec-14,INV-1155,1,2,9,255,2,2015
29-Jan-15,12-Dec-14,INV-1169,1,2,9,250,2,2015
19-Feb-15,04-Dec-14,INV-1302,1,1,9,263,2,2015
19-Feb-15,24-Aug-14,INV-1303,1,1,9,247,2,2015
22-Feb-15,14-Dec-14,INV-1319,1,1,9,268,2,2015
03-Mar-15,17-Oct-14,INV-1378,1,2,9,256,2,2015
07-Mar-15,29-Nov-14,INV-1410,1,1,9,253,2,2015
08-Mar-15,22-Oct-14,INV-1414,1,1,9,249,2,2015
13-Mar-15,23-Nov-14,INV-1442,1,1,9,253,2,2015
15-Mar-15,27-Nov-14,INV-1455,1,2,9,246,2,2015
16-Mar-15,28-Dec-14,INV-1461,1,2,9,246,2,2015
17-Mar-15,26-Sep-14,INV-1469,1,1,9,261,2,2015
20-Mar-15,11-Mar-15,INV-1489,1,2,9,274,2,2015
20-Mar-15,07-Dec-14,INV-1490,1,1,9,249,2,2015
25-Mar-15,30-Dec-14,INV-1522,1,2,9,255,2,2015
25-Mar-15,25-Jan-15,INV-1523,1,1,9,255,2,2015
25-Mar-15,26-Feb-15,INV-1524,1,1,9,247,2,2015
26-Mar-15,31-Oct-14,INV-1532,1,1,9,265,2,2015
30-Mar-15,12-Dec-14,INV-1553,1,2,9,250,2,2015
07-Apr-15,27-Dec-14,INV-1598,1,1,9,227,2,2015
10-Apr-15,03-Feb-15,INV-1614,1,2,9,264,2,2015
15-Apr-15,05-Feb-15,INV-1646,1,2,9,236,2,2015
16-Apr-15,11-Dec-14,INV-1657,1,2,9,229,2,2015
18-Apr-15,09-Jan-15,INV-1675,1,2,9,271,2,2015
20-Apr-15,29-Oct-14,INV-1684,1,2,9,307,2,2015
20-Apr-15,24-Oct-14,INV-1690,1,1,9,273,2,2015
21-Apr-15,08-Mar-15,INV-1693,1,2,9,234,2,2015
23-Apr-15,28-Nov-14,INV-1705,1,2,9,234,2,2015
23-Apr-15,20-Nov-14,INV-1709,1,1,9,261,2,2015
24-Apr-15,29-Jan-15,INV-1712,1,1,9,231,2,2015
25-Apr-15,29-Mar-15,INV-1719,1,2,9,226,2,2015
27-Apr-15,11-Feb-15,INV-1734,1,2,9,239,2,2015
30-Apr-15,09-Feb-15,INV-1761,1,2,9,236,2,2015
01-May-15,14-Dec-14,INV-1776,1,1,9,274,2,2015
02-May-15,15-Jan-15,INV-1782,1,2,9,246,2,2015
