Transaction_Date,Stock_ Date,Invoice_ID,Age_Group_Key,Customer_Gender_Key,Region_Key,Product_Key,Quantity_Sold
01-Jan-17,08-Oct-16,INV-6362,3,2,9,247,$2
02-Jan-17,19-Nov-16,INV-6367,3,1,9,226,$2
02-Jan-17,24-Sep-16,INV-6368,3,2,9,232,$2
02-Jan-17,15-Dec-16,INV-6369,3,1,9,232,$2
02-Jan-17,25-Dec-16,INV-6370,3,2,9,250,$2
02-Jan-17,23-Aug-16,INV-6371,3,1,9,273,$2
03-Jan-17,18-Oct-16,INV-6378,3,2,9,226,$2
04-Jan-17,28-Aug-16,INV-6384,3,1,9,264,$2
04-Jan-17,22-Nov-16,INV-6386,3,1,9,263,$2
04-Jan-17,22-Oct-16,INV-6387,3,1,9,263,$2
05-Jan-17,04-Aug-16,INV-6392,3,2,9,231,$2
05-Jan-17,20-Sep-16,INV-6394,3,2,9,259,$2
06-Jan-17,27-Jul-16,INV-6397,3,1,9,256,$2
07-Jan-17,18-Nov-16,INV-6405,3,1,9,232,$2
08-Jan-17,21-Aug-16,INV-6413,3,1,9,228,$2
08-Jan-17,02-Nov-16,INV-6414,3,1,9,226,$2
08-Jan-17,22-Dec-16,INV-6415,3,1,9,226,$2
08-Jan-17,31-Dec-16,INV-6416,3,1,9,263,$2
09-Jan-17,15-Nov-16,INV-6425,3,2,9,239,$2
09-Jan-17,08-Dec-16,INV-6426,3,1,9,268,$2
10-Jan-17,25-Oct-16,INV-6432,3,1,9,226,$2
10-Jan-17,23-Aug-16,INV-6436,3,1,9,263,$2
10-Jan-17,09-Dec-16,INV-6437,3,2,9,247,$2
11-Jan-17,26-Jul-16,INV-6441,3,1,9,250,$2
12-Jan-17,02-Oct-16,INV-6449,3,1,9,238,$2
13-Jan-17,26-Nov-16,INV-6457,3,2,9,228,$2
13-Jan-17,03-Oct-16,INV-6458,3,1,9,239,$2
13-Jan-17,19-Aug-16,INV-6459,3,2,9,256,$2
14-Jan-17,25-Aug-16,INV-6467,3,2,9,226,$2
15-Jan-17,26-Nov-16,INV-6475,3,2,9,232,$2
15-Jan-17,05-Dec-16,INV-6476,3,1,9,226,$2
15-Jan-17,13-Aug-16,INV-6477,3,1,9,256,$2
15-Jan-17,30-Nov-16,INV-6478,3,1,9,263,$2
17-Jan-17,01-Oct-16,INV-6495,3,2,9,243,$2
18-Jan-17,23-Aug-16,INV-6502,3,2,9,226,$2
19-Jan-17,08-Nov-16,INV-6506,3,2,9,226,$2
19-Jan-17,25-Jul-16,INV-6507,3,2,9,232,$2
20-Jan-17,19-Nov-16,INV-6513,3,1,9,232,$2
20-Jan-17,03-Aug-16,INV-6514,3,2,9,236,$2
20-Jan-17,06-Sep-16,INV-6515,3,1,9,256,$2
21-Jan-17,18-Oct-16,INV-6520,3,2,9,228,$2
21-Jan-17,06-Jan-17,INV-6523,3,1,9,273,$2
22-Jan-17,10-Nov-16,INV-6529,3,2,9,228,$2
22-Jan-17,15-Nov-16,INV-6532,3,2,9,259,$2
23-Jan-17,23-Sep-16,INV-6540,3,2,9,227,$2
23-Jan-17,24-Nov-16,INV-6541,3,1,9,226,$2
23-Jan-17,25-Sep-16,INV-6544,3,1,9,263,$2
23-Jan-17,08-Sep-16,INV-6545,3,1,9,246,$2
24-Jan-17,27-Sep-16,INV-6553,3,2,9,256,$2
25-Jan-17,14-Oct-16,INV-6558,3,2,9,250,$2
26-Jan-17,17-Sep-16,INV-6562,3,1,9,226,$2
26-Jan-17,20-Jan-17,INV-6563,3,2,9,232,$2
26-Jan-17,30-Sep-16,INV-6564,3,1,9,256,$2
26-Jan-17,03-Oct-16,INV-6565,3,1,9,256,$2
27-Jan-17,30-Nov-16,INV-6570,3,2,9,257,$2
28-Jan-17,15-Nov-16,INV-6574,3,1,9,243,$2
28-Jan-17,17-Aug-16,INV-6575,3,2,9,232,$2
29-Jan-17,17-Jan-17,INV-6580,3,2,9,259,$2
30-Jan-17,24-Dec-16,INV-6588,3,1,9,232,$2
01-Feb-17,28-Sep-16,INV-6607,3,2,9,253,$2
03-Feb-17,05-Nov-16,INV-6624,3,2,9,257,$2
03-Feb-17,30-Oct-16,INV-6625,3,2,9,259,$2
04-Feb-17,31-Aug-16,INV-6636,3,1,9,245,$2
04-Feb-17,12-Oct-16,INV-6637,3,1,9,256,$2
04-Feb-17,28-Aug-16,INV-6641,3,1,9,249,$2
06-Feb-17,07-Oct-16,INV-6664,3,2,9,255,$2
07-Feb-17,05-Jan-17,INV-6669,3,1,9,241,$2
07-Feb-17,03-Jan-17,INV-6671,3,1,9,227,$2
09-Feb-17,12-Oct-16,INV-6690,3,2,9,226,$2
09-Feb-17,28-Jan-17,INV-6691,3,1,9,227,$2
09-Feb-17,12-Jan-17,INV-6692,3,1,9,229,$2
11-Feb-17,27-Nov-16,INV-6705,3,2,9,232,$2
12-Feb-17,26-Oct-16,INV-6715,3,2,9,250,$2
12-Feb-17,15-Nov-16,INV-6716,3,2,9,259,$2
15-Feb-17,01-Oct-16,INV-6748,3,1,9,274,$2
17-Feb-17,04-Feb-17,INV-6760,3,2,9,226,$2
17-Feb-17,07-Sep-16,INV-6762,3,2,9,244,$2
17-Feb-17,03-Dec-16,INV-6764,3,1,9,261,$2
18-Feb-17,20-Nov-16,INV-6777,3,1,9,268,$2
20-Feb-17,02-Jan-17,INV-6793,3,2,9,228,$2
20-Feb-17,05-Feb-17,INV-6795,3,2,9,264,$2
20-Feb-17,30-Aug-16,INV-6798,3,2,9,271,$2
21-Feb-17,17-Oct-16,INV-6810,3,2,9,250,$2
22-Feb-17,16-Nov-16,INV-6821,3,1,9,263,$2
23-Feb-17,30-Oct-16,INV-6826,3,1,9,268,$2
24-Feb-17,30-Sep-16,INV-6834,3,1,9,231,$2
24-Feb-17,14-Oct-16,INV-6835,3,2,9,244,$2
25-Feb-17,23-Oct-16,INV-6846,3,2,9,246,$2
25-Feb-17,19-Feb-17,INV-6847,3,1,9,246,$2
25-Feb-17,11-Dec-16,INV-6849,3,2,9,268,$2
28-Feb-17,11-Dec-16,INV-6868,3,2,9,228,$2
02-Mar-17,19-Sep-16,INV-6887,3,2,9,227,$2
02-Mar-17,08-Feb-17,INV-6888,3,2,9,232,$2
04-Mar-17,27-Oct-16,INV-6901,3,2,9,228,$2
05-Mar-17,19-Nov-16,INV-6911,3,2,9,232,$2
05-Mar-17,17-Jan-17,INV-6917,3,1,9,263,$2
06-Mar-17,18-Dec-16,INV-6925,3,2,9,248,$2
08-Mar-17,12-Oct-16,INV-6940,3,1,9,226,$2
09-Mar-17,24-Feb-17,INV-6951,3,1,9,227,$2
10-Mar-17,01-Feb-17,INV-6958,3,2,9,247,$2
11-Mar-17,12-Feb-17,INV-6963,3,1,9,237,$2
12-Mar-17,02-Dec-16,INV-6975,3,2,9,228,$2
12-Mar-17,02-Dec-16,INV-6979,3,2,9,248,$2
13-Mar-17,29-Oct-16,INV-6990,3,1,9,229,$2
14-Mar-17,26-Dec-16,INV-6998,3,1,9,238,$2
14-Mar-17,12-Feb-17,INV-6999,3,2,9,245,$2
16-Mar-17,20-Sep-16,INV-7011,3,2,9,277,$2
17-Mar-17,15-Oct-16,INV-7018,3,1,9,226,$2
17-Mar-17,26-Jan-17,INV-7019,3,2,9,253,$2
18-Mar-17,15-Jan-17,INV-7031,3,1,9,237,$2
18-Mar-17,04-Dec-16,INV-7032,3,1,9,310,$2
18-Mar-17,29-Dec-16,INV-7033,3,2,9,239,$2
18-Mar-17,06-Nov-16,INV-7034,3,1,9,250,$2
20-Mar-17,26-Nov-16,INV-7059,3,1,9,246,$2
21-Mar-17,20-Nov-16,INV-7064,3,1,9,239,$2
23-Mar-17,06-Mar-17,INV-7077,3,1,9,268,$2
25-Mar-17,21-Jan-17,INV-7085,3,2,9,243,$2
26-Mar-17,20-Nov-16,INV-7094,3,2,9,255,$2
27-Mar-17,20-Jan-17,INV-7098,3,1,9,226,$2
28-Mar-17,09-Jan-17,INV-7105,3,2,9,243,$2
28-Mar-17,03-Jan-17,INV-7110,3,2,9,274,$2
29-Mar-17,20-Feb-17,INV-7118,3,2,9,228,$2
30-Mar-17,22-Jan-17,INV-7130,3,1,9,229,$2
31-Mar-17,15-Mar-17,INV-7140,3,1,9,315,$2
01-Apr-17,15-Dec-16,INV-7153,3,2,9,256,$2
02-Apr-17,15-Oct-16,INV-7159,3,2,9,227,$2
02-Apr-17,10-Jan-17,INV-7160,3,1,9,229,$2
02-Apr-17,21-Oct-16,INV-7162,3,1,9,238,$2
02-Apr-17,13-Feb-17,INV-7164,3,1,9,273,$2
05-Apr-17,30-Nov-16,INV-7192,3,2,9,256,$2
07-Apr-17,29-Mar-17,INV-7201,3,2,9,228,$2
07-Apr-17,28-Oct-16,INV-7202,3,2,9,227,$2
07-Apr-17,14-Nov-16,INV-7206,3,2,9,250,$2
07-Apr-17,15-Mar-17,INV-7209,3,1,9,273,$2
09-Apr-17,31-Dec-16,INV-7231,3,1,9,273,$2
10-Apr-17,22-Feb-17,INV-7236,3,2,9,228,$2
12-Apr-17,26-Oct-16,INV-7258,3,1,9,271,$2
13-Apr-17,14-Jan-17,INV-7271,3,2,9,228,$2
17-Apr-17,12-Jan-17,INV-7308,3,1,9,238,$2
22-Apr-17,13-Feb-17,INV-7353,3,1,9,277,$2
22-Apr-17,01-Mar-17,INV-7354,3,1,9,273,$2
24-Apr-17,05-Mar-17,INV-7370,3,1,9,305,$2
26-Apr-17,14-Jan-17,INV-7396,3,2,9,228,$2
26-Apr-17,02-Dec-16,INV-7398,3,1,9,273,$2
29-Apr-17,21-Nov-16,INV-7425,3,1,9,246,$2
30-Apr-17,27-Feb-17,INV-7434,3,2,9,232,$2
01-May-17,27-Feb-17,INV-7445,3,1,9,232,$2
01-May-17,03-Dec-16,INV-7446,3,1,9,239,$2
02-May-17,17-Jan-17,INV-7458,3,1,9,226,$2
03-May-17,15-Feb-17,INV-7469,3,1,9,232,$2
05-May-17,19-Jan-17,INV-7495,3,1,9,226,$2
05-May-17,11-Dec-16,INV-7496,3,2,9,244,$2
06-May-17,13-Dec-16,INV-7509,3,2,9,226,$2
06-May-17,14-Jan-17,INV-7512,3,2,9,246,$2
07-May-17,02-May-17,INV-7519,3,2,9,259,$2
08-May-17,10-Apr-17,INV-7531,3,2,9,226,$2
08-May-17,20-Apr-17,INV-7533,3,2,9,245,$2
08-May-17,19-Jan-17,INV-7534,3,2,9,250,$2
09-May-17,15-Dec-16,INV-7544,3,1,9,246,$2
09-May-17,26-Nov-16,INV-7545,3,2,9,262,$2
10-May-17,23-Dec-16,INV-7550,3,2,9,250,$2
11-May-17,13-Nov-16,INV-7560,3,1,9,232,$2
11-May-17,27-Nov-16,INV-7561,3,2,9,250,$2
12-May-17,15-Jan-17,INV-7571,3,1,9,226,$2
12-May-17,05-Mar-17,INV-7573,3,1,9,245,$2
12-May-17,17-Feb-17,INV-7574,3,1,9,271,$2
13-May-17,28-Apr-17,INV-7579,3,1,9,231,$2
13-May-17,20-Apr-17,INV-7582,3,2,9,261,$2
14-May-17,01-May-17,INV-7592,3,2,9,243,$2
14-May-17,04-Feb-17,INV-7595,3,1,9,273,$2
15-May-17,27-Dec-16,INV-7600,3,2,9,227,$2
15-May-17,18-Mar-17,INV-7603,3,1,9,265,$2
15-May-17,08-Mar-17,INV-7604,3,2,9,269,$2
15-May-17,30-Jan-17,INV-7605,3,2,9,273,$2
16-May-17,20-Mar-17,INV-7614,3,2,9,227,$2
17-May-17,11-Jan-17,INV-7618,3,1,9,256,$2
17-May-17,14-Jan-17,INV-7619,3,1,9,261,$2
18-May-17,23-Jan-17,INV-7624,3,2,9,250,$2
19-May-17,21-Mar-17,INV-7629,3,1,9,228,$2
20-May-17,11-Dec-16,INV-7639,3,1,9,265,$2
22-May-17,08-Apr-17,INV-7656,3,2,9,242,$2
22-May-17,07-Dec-16,INV-7658,3,1,9,228,$2
22-May-17,10-May-17,INV-7661,3,1,9,265,$2
22-May-17,06-May-17,INV-7662,3,1,9,268,$2
23-May-17,06-Mar-17,INV-7670,3,1,9,226,$2
24-May-17,17-Jan-17,INV-7688,3,2,9,274,$2
24-May-17,09-Jan-17,INV-7689,3,2,9,269,$2
25-May-17,09-Dec-16,INV-7695,3,1,9,237,$2
26-May-17,04-Dec-16,INV-7708,3,2,9,232,$2
27-May-17,26-Apr-17,INV-7716,3,2,9,232,$2
28-May-17,24-Feb-17,INV-7725,3,1,9,243,$2
28-May-17,22-Jan-17,INV-7726,3,1,9,231,$2
28-May-17,20-Apr-17,INV-7727,3,1,9,226,$2
28-May-17,29-Jan-17,INV-7729,3,1,9,263,$2
29-May-17,11-Dec-16,INV-7739,3,1,9,263,$2
30-May-17,07-Mar-17,INV-7745,3,1,9,229,$2
30-May-17,26-Apr-17,INV-7746,3,1,9,229,$2
30-May-17,31-Mar-17,INV-7747,3,1,9,232,$2
31-May-17,09-Feb-17,INV-7767,3,1,9,232,$2
31-May-17,22-Mar-17,INV-7768,3,2,9,250,$2
31-May-17,13-Feb-17,INV-7769,3,1,9,261,$2
31-May-17,17-Dec-16,INV-7770,3,1,9,315,$2
01-Jun-17,13-Feb-17,INV-7779,3,2,9,232,$2
01-Jun-17,12-Mar-17,INV-7783,3,2,9,269,$2
02-Jun-17,23-Dec-16,INV-7794,3,1,9,243,$2
04-Jun-17,13-Apr-17,INV-7816,3,2,9,227,$2
07-Jun-17,10-Dec-16,INV-7843,3,2,9,246,$2
08-Jun-17,24-Jan-17,INV-7859,3,2,9,242,$2
09-Jun-17,19-Apr-17,INV-7869,3,2,9,228,$2
09-Jun-17,04-May-17,INV-7870,3,1,9,310,$2
10-Jun-17,25-Feb-17,INV-7882,3,2,9,245,$2
11-Jun-17,16-Dec-16,INV-7891,3,2,9,228,$2
12-Jun-17,12-Feb-17,INV-7902,3,2,9,304,$2
15-Jun-17,23-May-17,INV-7935,3,2,9,232,$2
16-Jun-17,18-Dec-16,INV-7948,3,1,9,269,$2
17-Jun-17,27-Feb-17,INV-7954,3,2,9,232,$2
17-Jun-17,08-May-17,INV-7955,3,1,9,237,$2
18-Jun-17,21-Jan-17,INV-7963,3,2,9,309,$2
20-Jun-17,13-Jun-17,INV-7985,3,2,9,227,$2
20-Jun-17,07-Apr-17,INV-7986,3,2,9,226,$2
20-Jun-17,02-May-17,INV-7987,3,2,9,236,$2
20-Jun-17,17-Mar-17,INV-7988,3,2,9,256,$2
21-Jun-17,05-Jun-17,INV-7997,3,2,9,226,$2
23-Jun-17,01-Apr-17,INV-8021,3,2,9,269,$2
24-Jun-17,16-Mar-17,INV-8032,3,2,9,228,$2
25-Jun-17,12-Feb-17,INV-8037,3,1,9,245,$2
25-Jun-17,08-Jun-17,INV-8038,3,1,9,274,$2
25-Jun-17,29-Mar-17,INV-8040,3,1,9,268,$2
27-Jun-17,07-Apr-17,INV-8057,3,2,9,227,$2
28-Jun-17,29-Jan-17,INV-8071,3,2,9,232,$2
28-Jun-17,02-Jun-17,INV-8074,3,1,9,268,$2
29-Jun-17,08-Jan-17,INV-8080,3,1,9,243,$2
29-Jun-17,01-Jun-17,INV-8081,3,2,9,238,$2
30-Jun-17,16-Feb-17,INV-8087,3,2,9,228,$2
30-Jun-17,17-Jun-17,INV-8089,3,1,9,238,$2
01-Jul-17,21-Apr-17,INV-8126,3,2,9,256,$2
02-Jul-17,23-Jan-17,INV-8158,3,2,9,236,$2
03-Jul-17,30-Jan-17,INV-8210,3,2,9,227,$2
03-Jul-17,24-Jan-17,INV-8212,3,2,9,244,$2
03-Jul-17,30-Apr-17,INV-8213,3,1,9,268,$2
03-Jul-17,09-Feb-17,INV-8220,3,1,9,201,$2
03-Jul-17,12-Jun-17,INV-8221,3,2,9,300,$2
04-Jul-17,14-May-17,INV-8275,3,1,9,306,$2
04-Jul-17,19-May-17,INV-8276,3,1,9,304,$2
04-Jul-17,21-Jan-17,INV-8279,3,2,9,226,$2
04-Jul-17,30-May-17,INV-8281,3,1,9,298,$2
07-Jul-17,12-Apr-17,INV-8382,3,2,9,225,$2
07-Jul-17,25-Feb-17,INV-8384,3,2,9,250,$2
07-Jul-17,09-Feb-17,INV-8386,3,1,9,277,$2
09-Jul-17,02-Jul-17,INV-8483,3,2,9,304,$2
09-Jul-17,21-Jan-17,INV-8485,3,2,9,244,$2
09-Jul-17,10-Apr-17,INV-8486,3,2,9,268,$2
09-Jul-17,21-May-17,INV-8487,3,1,9,295,$2
09-Jul-17,11-Jan-17,INV-8488,3,1,9,302,$2
09-Jul-17,12-Apr-17,INV-8489,3,1,9,299,$2
09-Jul-17,12-May-17,INV-8490,3,1,9,220,$2
10-Jul-17,06-Apr-17,INV-8523,3,1,9,250,$2
10-Jul-17,06-Feb-17,INV-8525,3,1,9,246,$2
11-Jul-17,29-Jan-17,INV-8586,3,2,9,228,$2
11-Jul-17,03-Mar-17,INV-8589,3,1,9,263,$2
11-Jul-17,06-Apr-17,INV-8590,3,1,9,265,$2
12-Jul-17,27-Mar-17,INV-8633,3,1,9,325,$2
12-Jul-17,26-Feb-17,INV-8640,3,1,9,263,$2
13-Jul-17,22-May-17,INV-8669,3,2,9,319,$2
13-Jul-17,08-Mar-17,INV-8678,3,2,9,226,$2
13-Jul-17,21-Jun-17,INV-8681,3,1,9,250,$2
13-Jul-17,30-Apr-17,INV-8682,3,2,9,248,$2
13-Jul-17,15-May-17,INV-8683,3,2,9,248,$2
15-Jul-17,08-May-17,INV-8768,3,1,9,308,$2
15-Jul-17,26-Feb-17,INV-8770,3,2,9,228,$2
15-Jul-17,01-Jul-17,INV-8772,3,1,9,263,$2
15-Jul-17,18-Mar-17,INV-8773,3,1,9,261,$2
16-Jul-17,06-Apr-17,INV-8826,3,2,9,232,$2
16-Jul-17,07-Apr-17,INV-8827,3,1,9,253,$2
17-Jul-17,08-May-17,INV-8861,3,2,9,244,$2
17-Jul-17,03-Feb-17,INV-8862,3,2,9,274,$2
19-Jul-17,30-Apr-17,INV-8923,3,2,9,251,$2
19-Jul-17,16-Mar-17,INV-8924,3,1,9,263,$2
20-Jul-17,08-Jul-17,INV-8986,3,1,9,330,$2
20-Jul-17,12-Apr-17,INV-8993,3,1,9,241,$2
20-Jul-17,13-Feb-17,INV-8995,3,2,9,245,$2
22-Jul-17,28-Apr-17,INV-9066,3,1,9,243,$2
22-Jul-17,22-Mar-17,INV-9067,3,1,9,263,$2
23-Jul-17,09-Feb-17,INV-9095,3,2,9,250,$2
23-Jul-17,22-Feb-17,INV-9096,3,2,9,256,$2
23-Jul-17,07-Feb-17,INV-9098,3,2,9,277,$2
23-Jul-17,19-Mar-17,INV-9099,3,1,9,289,$2
24-Jul-17,25-May-17,INV-9168,3,1,9,241,$2
24-Jul-17,21-Mar-17,INV-9171,3,2,9,248,$2
24-Jul-17,26-May-17,INV-9172,3,1,9,269,$2
25-Jul-17,22-Jun-17,INV-9220,3,1,9,304,$2
25-Jul-17,29-Jun-17,INV-9222,3,2,9,244,$2
25-Jul-17,07-Feb-17,INV-9232,3,2,9,303,$2
26-Jul-17,03-Mar-17,INV-9271,3,2,9,304,$2
26-Jul-17,05-May-17,INV-9272,3,1,9,241,$2
26-Jul-17,22-Apr-17,INV-9273,3,1,9,268,$2
27-Jul-17,24-Jun-17,INV-9311,3,1,9,241,$2
28-Jul-17,06-Jul-17,INV-9350,3,2,9,224,$2
29-Jul-17,27-Jun-17,INV-9407,3,1,9,227,$2
29-Jul-17,03-Mar-17,INV-9409,3,2,9,256,$2
29-Jul-17,21-Mar-17,INV-9410,3,1,9,246,$2
29-Jul-17,11-Feb-17,INV-9414,3,2,9,201,$2
30-Jul-17,29-Apr-17,INV-9449,3,2,9,238,$2
01-Aug-17,01-May-17,INV-9608,3,1,9,301,$2
02-Aug-17,04-Mar-17,INV-9704,3,1,9,249,$2
02-Aug-17,25-May-17,INV-9705,3,1,9,275,$2
03-Aug-17,30-May-17,INV-9830,3,1,9,244,$2
04-Aug-17,30-May-17,INV-9936,3,1,9,256,$2
04-Aug-17,10-Jul-17,INV-9937,3,1,9,273,$2
06-Aug-17,06-Jul-17,INV-10116,3,2,9,250,$2
06-Aug-17,10-Apr-17,INV-10117,3,2,9,246,$2
06-Aug-17,05-Jun-17,INV-10127,3,2,9,300,$2
07-Aug-17,13-May-17,INV-10250,3,1,9,330,$2
07-Aug-17,31-May-17,INV-10267,3,1,9,246,$2
07-Aug-17,30-Jul-17,INV-10268,3,1,9,244,$2
07-Aug-17,20-Jun-17,INV-10271,3,2,9,244,$2
07-Aug-17,13-Feb-17,INV-10272,3,2,9,274,$2
07-Aug-17,22-Jul-17,INV-10273,3,1,9,265,$2
08-Aug-17,29-Mar-17,INV-10457,3,1,9,301,$2
09-Aug-17,23-Jun-17,INV-10574,3,2,9,244,$2
09-Aug-17,16-Mar-17,INV-10577,3,2,9,271,$2
09-Aug-17,11-Mar-17,INV-10598,3,1,9,283,$2
09-Aug-17,08-Apr-17,INV-10599,3,2,9,296,$2
12-Aug-17,25-Feb-17,INV-10913,3,1,9,265,$2
12-Aug-17,28-May-17,INV-10914,3,1,9,268,$2
14-Aug-17,31-Jul-17,INV-11176,3,2,9,251,$2
14-Aug-17,30-Mar-17,INV-11183,3,2,9,209,$2
16-Aug-17,27-Jun-17,INV-11406,3,1,9,330,$2
18-Aug-17,13-Aug-17,INV-11673,3,1,9,298,$2
19-Aug-17,16-May-17,INV-11815,3,1,9,268,$2
20-Aug-17,27-Feb-17,INV-11916,3,1,9,329,$2
20-Aug-17,12-Aug-17,INV-11917,3,2,9,328,$2
20-Aug-17,31-May-17,INV-11921,3,2,9,246,$2
20-Aug-17,25-Apr-17,INV-11922,3,2,9,244,$2
20-Aug-17,05-May-17,INV-11923,3,1,9,275,$2
20-Aug-17,21-May-17,INV-11935,3,1,9,224,$2
22-Aug-17,14-Aug-17,INV-12121,3,2,9,232,$2
22-Aug-17,23-Mar-17,INV-12122,3,2,9,250,$2
23-Aug-17,21-Jun-17,INV-12201,3,1,9,256,$2
